Nombre,Nota1,Nota2,Nota3
Alumno2226,0,3,3
Alumno2227,4,4,0
Alumno2228,4,2,4
Alumno2229,0,3,2
Alumno2230,2,2,3
Alumno2231,2,3,4
Alumno2232,4,0,2
Alumno2233,3,1,4
Alumno2234,4,4,0
Alumno2235,3,4,4
Alumno2236,3,3,0
Alumno2237,2,0,1
Alumno2238,2,2,3
Alumno2239,4,3,1
Alumno2240,4,0,2
Alumno2241,4,0,3
Alumno2242,2,0,4
Alumno2243,4,0,0
Alumno2244,3,4,4
Alumno2245,0,0,3
Alumno2246,3,0,1
Alumno2247,4,1,2
Alumno2248,0,0,1
Alumno2249,0,1,3
Alumno2250,4,0,3
Alumno2251,2,0,2
Alumno2252,0,4,2
Alumno2253,1,2,3
Alumno2254,4,2,3
Alumno2255,2,1,2
Alumno2256,3,0,0
Alumno2257,4,1,0
Alumno2258,1,0,3
Alumno2259,0,3,0
Alumno2260,4,1,4
Alumno2261,2,4,4
Alumno2262,2,1,0
Alumno2263,1,3,2
Alumno2264,2,4,3
Alumno2265,0,2,3
Alumno2266,0,2,4
Alumno2267,1,3,0
Alumno2268,0,3,3
Alumno2269,3,2,2
Alumno2270,4,1,0
Alumno2271,1,4,2
Alumno2272,4,2,3
Alumno2273,1,1,1
Alumno2274,3,3,3
Alumno2275,1,4,1
Alumno2276,3,3,0
Alumno2277,4,1,0
Alumno2278,1,2,1
Alumno2279,4,1,2
Alumno2280,1,1,1
Alumno2281,1,1,0
Alumno2282,1,4,4
Alumno2283,4,2,3
Alumno2284,4,0,3
Alumno2285,2,4,2
Alumno2286,4,3,2
Alumno2287,3,4,4
Alumno2288,2,3,3
Alumno2289,2,3,2
Alumno2290,1,3,0
Alumno2291,4,4,0
Alumno2292,0,2,3
Alumno2293,1,1,3
Alumno2294,4,0,3
Alumno2295,0,3,0
Alumno2296,2,2,2
Alumno2297,1,1,1
Alumno2298,4,3,3
Alumno2299,0,2,2
Alumno2300,3,4,0
Alumno2301,0,3,3
Alumno2302,1,3,4
Alumno2303,2,1,2
Alumno2304,3,1,0
Alumno2305,0,0,3
Alumno2306,3,1,3
Alumno2307,3,3,2
Alumno2308,2,2,3
Alumno2309,0,1,4
Alumno2310,2,0,3
Alumno2311,4,3,1
Alumno2312,4,4,2
Alumno2313,1,4,0
Alumno2314,4,2,0
Alumno2315,0,2,1
Alumno2316,3,1,4
Alumno2317,2,2,0
Alumno2318,4,1,0
Alumno2319,0,0,0
Alumno2320,2,2,1
Alumno2321,4,4,0
Alumno2322,4,4,3
Alumno2323,4,1,0
Alumno2324,4,2,2
Alumno2325,3,4,0
Alumno2326,2,1,1
Alumno2327,0,0,3
Alumno2328,0,4,4
Alumno2329,0,3,1
Alumno2330,3,0,1
Alumno2331,0,0,0
Alumno2332,2,0,4
Alumno2333,2,1,1
Alumno2334,2,4,4
Alumno2335,4,0,3
Alumno2336,1,0,0
Alumno2337,0,3,0
Alumno2338,2,0,2
Alumno2339,4,0,3
Alumno2340,1,4,1
Alumno2341,4,3,3
Alumno2342,4,1,1
Alumno2343,2,3,4
Alumno2344,3,0,0
Alumno2345,3,2,2
Alumno2346,4,4,3
Alumno2347,4,0,1
Alumno2348,4,0,1
Alumno2349,1,0,1
Alumno2350,4,1,0
Alumno2351,0,3,1
Alumno2352,3,2,0
Alumno2353,2,1,4
Alumno2354,4,2,4
Alumno2355,3,4,4
Alumno2356,3,0,1
Alumno2357,2,1,3
Alumno2358,0,3,2
Alumno2359,0,1,3
Alumno2360,4,2,3
Alumno2361,2,2,0
Alumno2362,3,2,2
Alumno2363,2,0,1
Alumno2364,3,0,0
Alumno2365,3,2,2
Alumno2366,1,1,2
Alumno2367,3,0,2
Alumno2368,4,2,0
Alumno2369,3,0,2
Alumno2370,3,3,0
Alumno2371,1,3,4
Alumno2372,4,2,0
Alumno2373,0,1,1
Alumno2374,3,2,4
Alumno2375,3,4,4
Alumno2376,4,0,3
Alumno2377,3,4,3
Alumno2378,0,3,2
Alumno2379,2,2,4
Alumno2380,2,2,3
Alumno2381,2,2,3
Alumno2382,4,1,1
Alumno2383,2,4,3
Alumno2384,2,3,4
Alumno2385,4,1,0
Alumno2386,0,4,3
Alumno2387,1,1,0
Alumno2388,4,1,0
Alumno2389,0,0,0
Alumno2390,1,2,1
Alumno2391,4,1,0
Alumno2392,0,4,2
Alumno2393,2,2,0
Alumno2394,3,2,4
Alumno2395,3,3,3
Alumno2396,2,2,0
Alumno2397,0,0,1
Alumno2398,1,4,1
Alumno2399,1,2,3
Alumno2400,3,2,0
Alumno2401,3,1,4
Alumno2402,2,3,4
Alumno2403,1,2,4
Alumno2404,2,1,4
Alumno2405,3,0,3
Alumno2406,2,0,4
Alumno2407,1,1,4
Alumno2408,2,1,1
Alumno2409,3,4,1
Alumno2410,1,1,2
Alumno2411,2,0,2
Alumno2412,0,1,4
Alumno2413,2,2,2
Alumno2414,4,3,4
Alumno2415,4,1,2
Alumno2416,2,2,4
Alumno2417,1,1,2
Alumno2418,1,0,2
Alumno2419,3,1,4
Alumno2420,1,0,3
Alumno2421,3,3,4
Alumno2422,2,2,1
Alumno2423,0,3,3
Alumno2424,2,4,4
Alumno2425,2,0,1
Alumno2426,1,0,4
Alumno2427,2,0,3
Alumno2428,3,4,0
Alumno2429,2,1,4
Alumno2430,3,4,2
Alumno2431,2,3,0
Alumno2432,1,3,3
Alumno2433,2,4,0
Alumno2434,2,4,3
Alumno2435,2,2,0
Alumno2436,2,1,0
Alumno2437,2,2,1
Alumno2438,3,4,2
Alumno2439,3,3,2
Alumno2440,0,4,0
Alumno2441,0,0,4
Alumno2442,2,0,0
Alumno2443,0,2,2
Alumno2444,4,4,0
Alumno2445,1,2,1
Alumno2446,0,4,1
Alumno2447,2,3,1
Alumno2448,2,0,1
Alumno2449,2,2,2
Alumno2450,1,0,1
Alumno2451,0,3,4
Alumno2452,0,0,2
Alumno2453,3,0,3
Alumno2454,2,4,3
Alumno2455,4,4,0
Alumno2456,0,1,4
Alumno2457,4,3,3
Alumno2458,1,0,2
Alumno2459,1,3,3
Alumno2460,2,3,1
Alumno2461,0,3,3
Alumno2462,4,2,2
Alumno2463,3,2,4
Alumno2464,0,1,0
Alumno2465,2,2,3
Alumno2466,1,3,1
Alumno2467,1,3,2
Alumno2468,1,3,4
Alumno2469,4,0,1
Alumno2470,2,3,2
Alumno2471,3,4,4
Alumno2472,0,3,3
Alumno2473,3,0,0
Alumno2474,1,4,0
Alumno2475,0,2,1
Alumno2476,2,2,3
Alumno2477,1,0,2
Alumno2478,4,4,0
Alumno2479,3,3,3
Alumno2480,0,3,4
Alumno2481,4,2,3
Alumno2482,4,2,4
Alumno2483,3,0,1
Alumno2484,0,4,4
Alumno2485,4,3,0
Alumno2486,4,1,1
Alumno2487,0,4,3
Alumno2488,0,0,0
Alumno2489,0,1,0
Alumno2490,2,2,1
Alumno2491,0,3,4
Alumno2492,3,4,1
Alumno2493,1,3,1
Alumno2494,4,0,2
Alumno2495,4,1,2
Alumno2496,1,1,0
Alumno2497,1,3,4
Alumno2498,3,4,1
Alumno2499,1,1,0
Alumno2500,4,4,2
Alumno2501,1,0,4
Alumno2502,2,0,2
Alumno2503,1,1,2
Alumno2504,3,2,2
Alumno2505,4,4,2
Alumno2506,2,3,4
Alumno2507,1,4,0
Alumno2508,0,1,0
Alumno2509,4,3,1
Alumno2510,0,0,3
Alumno2511,2,0,2
Alumno2512,4,3,4
Alumno2513,1,3,3
Alumno2514,4,3,1
Alumno2515,0,1,1
Alumno2516,1,2,3
Alumno2517,1,4,4
Alumno2518,2,4,0
Alumno2519,3,1,4
Alumno2520,2,2,4
Alumno2521,4,2,2
Alumno2522,1,4,4
Alumno2523,3,4,1
Alumno2524,0,0,4
Alumno2525,1,2,0
Alumno2526,0,3,3
Alumno2527,1,4,2
Alumno2528,3,0,0
Alumno2529,3,0,3
Alumno2530,1,0,2
Alumno2531,4,2,4
Alumno2532,1,0,1
Alumno2533,4,2,1
Alumno2534,0,3,3
Alumno2535,1,0,3
Alumno2536,3,3,4
Alumno2537,3,2,4
Alumno2538,3,0,4
Alumno2539,0,4,0
Alumno2540,2,3,4
Alumno2541,1,4,3
Alumno2542,4,2,2
Alumno2543,1,3,4
Alumno2544,0,0,2
Alumno2545,3,0,0
Alumno2546,0,2,1
Alumno2547,4,3,1
Alumno2548,0,2,3
Alumno2549,2,2,2
Alumno2550,4,4,2
Alumno2551,4,4,0
Alumno2552,4,0,1
Alumno2553,4,4,1
Alumno2554,2,0,4
Alumno2555,0,4,0
Alumno2556,1,0,2
Alumno2557,4,3,0
Alumno2558,4,3,3
Alumno2559,2,4,1
Alumno2560,3,3,2
Alumno2561,3,2,2
Alumno2562,1,4,0
Alumno2563,4,4,1
Alumno2564,4,1,3
Alumno2565,1,4,3
Alumno2566,4,2,4
Alumno2567,3,4,3
Alumno2568,3,4,4
Alumno2569,3,3,0
Alumno2570,1,4,0
Alumno2571,2,3,0
Alumno2572,4,4,4
Alumno2573,4,2,2
Alumno2574,3,3,2
Alumno2575,3,2,1
Alumno2576,2,3,3
Alumno2577,3,3,2
Alumno2578,3,1,0
Alumno2579,4,0,4
Alumno2580,0,2,1
Alumno2581,2,0,1
Alumno2582,2,1,1
Alumno2583,1,2,2
Alumno2584,1,4,0
Alumno2585,0,0,0
Alumno2586,0,1,0
Alumno2587,4,4,1
Alumno2588,4,4,2
Alumno2589,2,0,1
Alumno2590,2,1,2
Alumno2591,2,3,3
Alumno2592,1,4,3
Alumno2593,2,2,1
Alumno2594,3,0,2
Alumno2595,4,1,4
Alumno2596,0,2,3
Alumno2597,2,4,1
Alumno2598,0,0,4
Alumno2599,2,3,0
Alumno2600,1,1,2
Alumno2601,4,3,1
Alumno2602,1,1,1
Alumno2603,0,2,2
Alumno2604,3,0,1
Alumno2605,4,3,1
Alumno2606,0,0,3
Alumno2607,2,1,1
Alumno2608,0,1,3
Alumno2609,1,3,1
Alumno2610,1,2,3
Alumno2611,4,2,2
Alumno2612,4,2,3
Alumno2613,4,2,2
Alumno2614,1,0,3
Alumno2615,2,1,3
Alumno2616,0,4,2
Alumno2617,3,2,1
Alumno2618,0,4,1
Alumno2619,2,3,1
Alumno2620,4,0,0
Alumno2621,2,1,3
Alumno2622,0,4,2
Alumno2623,0,1,0
Alumno2624,4,2,2
Alumno2625,1,4,2
Alumno2626,0,3,4
Alumno2627,1,3,1
Alumno2628,3,2,1
Alumno2629,2,0,1
Alumno2630,0,4,0
Alumno2631,2,3,4
Alumno2632,1,1,1
Alumno2633,3,0,3
Alumno2634,0,0,0
Alumno2635,2,0,4
Alumno2636,4,2,1
Alumno2637,1,2,0
Alumno2638,4,1,1
Alumno2639,4,1,2
Alumno2640,1,4,3
Alumno2641,1,3,0
Alumno2642,1,2,3
Alumno2643,4,2,2
Alumno2644,0,4,1
Alumno2645,2,0,1
Alumno2646,3,4,4
Alumno2647,0,2,4
Alumno2648,3,3,3
Alumno2649,2,1,4
Alumno2650,1,1,3
Alumno2651,3,2,4
Alumno2652,1,4,4
Alumno2653,0,0,1
Alumno2654,4,3,1
Alumno2655,1,0,1
Alumno2656,1,3,2
Alumno2657,2,1,0
Alumno2658,2,0,4
Alumno2659,0,1,1
Alumno2660,3,4,3
Alumno2661,0,4,2
Alumno2662,0,3,0
Alumno2663,2,0,0
Alumno2664,1,3,1
Alumno2665,0,4,2
Alumno2666,3,0,0
Alumno2667,0,1,2
Alumno2668,1,2,0
Alumno2669,0,2,2
Alumno2670,3,2,2
Alumno2671,0,3,3
Alumno2672,2,0,3
Alumno2673,0,0,2
Alumno2674,4,0,2
Alumno2675,0,0,0
Alumno2676,4,3,0
Alumno2677,1,1,3
Alumno2678,2,0,2
Alumno2679,1,2,4
Alumno2680,0,4,3
Alumno2681,3,4,3
Alumno2682,1,0,2
Alumno2683,3,3,3
Alumno2684,1,3,4
Alumno2685,1,0,4
Alumno2686,1,1,1
Alumno2687,4,1,2
Alumno2688,3,3,3
Alumno2689,1,1,1
Alumno2690,4,1,4
Alumno2691,1,0,1
Alumno2692,0,3,0
Alumno2693,0,4,4
Alumno2694,3,2,4
Alumno2695,3,1,2
Alumno2696,3,2,3
Alumno2697,3,4,1
Alumno2698,1,3,3
Alumno2699,2,3,3
Alumno2700,2,0,0
Alumno2701,2,0,4
Alumno2702,4,1,2
Alumno2703,3,2,1
Alumno2704,4,1,3
Alumno2705,0,0,3
Alumno2706,4,4,2
Alumno2707,0,2,3
Alumno2708,4,4,0
Alumno2709,4,3,0
Alumno2710,1,0,4
Alumno2711,3,0,4
Alumno2712,1,1,0
Alumno2713,2,4,2
Alumno2714,2,3,1
Alumno2715,2,2,0
Alumno2716,3,2,4
Alumno2717,4,2,2
Alumno2718,4,2,0
Alumno2719,2,0,2
Alumno2720,3,2,0
Alumno2721,4,1,4
Alumno2722,3,0,1
Alumno2723,4,4,4
Alumno2724,3,2,3
Alumno2725,2,4,3
Alumno2726,1,2,4
Alumno2727,2,4,3
Alumno2728,2,4,2
Alumno2729,2,0,3
Alumno2730,1,0,2
Alumno2731,1,0,3
Alumno2732,2,2,1
Alumno2733,4,0,2
Alumno2734,2,1,2
Alumno2735,2,1,3
Alumno2736,3,2,3
Alumno2737,0,2,4
Alumno2738,2,4,1
Alumno2739,0,2,4
Alumno2740,4,1,4
Alumno2741,2,0,1
Alumno2742,1,4,1
Alumno2743,2,0,3
Alumno2744,2,0,3
Alumno2745,0,3,3
Alumno2746,4,1,3
Alumno2747,0,4,0
Alumno2748,1,4,4
Alumno2749,3,3,3
Alumno2750,3,4,2
Alumno2751,1,4,3
Alumno2752,0,0,4
Alumno2753,2,2,4
Alumno2754,4,3,4
Alumno2755,2,2,4
Alumno2756,3,0,3
Alumno2757,1,2,1
Alumno2758,4,1,3
Alumno2759,4,4,1
Alumno2760,4,4,0
Alumno2761,0,4,0
Alumno2762,4,4,2
Alumno2763,3,3,2
Alumno2764,2,1,3
Alumno2765,2,4,1
Alumno2766,4,2,0
Alumno2767,0,0,0
Alumno2768,4,0,2
Alumno2769,3,2,0
Alumno2770,1,0,4
Alumno2771,2,1,2
Alumno2772,1,1,1
Alumno2773,2,4,0
Alumno2774,0,2,3
Alumno2775,0,4,4
Alumno2776,0,3,0
Alumno2777,1,4,2
Alumno2778,3,1,1
Alumno2779,2,0,2
Alumno2780,4,0,3
Alumno2781,3,0,0
Alumno2782,0,2,1
Alumno2783,3,3,3
Alumno2784,0,4,0
Alumno2785,1,4,1
Alumno2786,3,3,0
Alumno2787,3,0,3
Alumno2788,3,0,4
Alumno2789,0,0,2
Alumno2790,3,0,4
Alumno2791,1,0,0
Alumno2792,4,3,3
Alumno2793,4,1,0
Alumno2794,3,2,3
Alumno2795,4,1,0
Alumno2796,3,2,0
Alumno2797,1,0,3
Alumno2798,4,3,0
Alumno2799,4,3,3
Alumno2800,4,4,3
Alumno2801,1,0,0
Alumno2802,1,4,4
Alumno2803,1,0,3
Alumno2804,3,1,1
Alumno2805,4,1,3
Alumno2806,0,0,2
Alumno2807,0,2,4
Alumno2808,0,3,0
Alumno2809,3,4,3
Alumno2810,3,1,0
Alumno2811,4,1,1
Alumno2812,3,0,4
Alumno2813,3,4,2
Alumno2814,3,0,1
Alumno2815,0,2,2
Alumno2816,2,2,0
Alumno2817,1,3,1
Alumno2818,4,3,4
Alumno2819,2,4,0
Alumno2820,1,1,3
Alumno2821,3,2,3
Alumno2822,4,4,4
Alumno2823,4,1,0
Alumno2824,2,4,1
Alumno2825,3,0,1
Alumno2826,4,4,1
Alumno2827,4,1,2
Alumno2828,1,1,0
Alumno2829,1,0,2
Alumno2830,4,2,4
Alumno2831,1,2,2
Alumno2832,4,2,3
Alumno2833,0,1,4
Alumno2834,1,4,2
Alumno2835,0,1,4
Alumno2836,2,1,1
Alumno2837,1,1,4
Alumno2838,4,0,4
Alumno2839,0,4,3
Alumno2840,1,2,1
Alumno2841,4,1,0
Alumno2842,1,1,0
Alumno2843,4,0,3
Alumno2844,0,2,4
Alumno2845,0,3,4
Alumno2846,0,4,0
Alumno2847,2,1,0
Alumno2848,1,3,0
Alumno2849,3,0,3
Alumno2850,4,4,1
Alumno2851,0,4,3
Alumno2852,3,3,1
Alumno2853,3,1,0
Alumno2854,2,2,1
Alumno2855,0,4,4
Alumno2856,2,3,2
Alumno2857,1,0,1
Alumno2858,0,0,0
Alumno2859,2,4,0
Alumno2860,0,2,3
Alumno2861,1,2,0
Alumno2862,0,2,3
Alumno2863,1,4,3
Alumno2864,2,2,3
Alumno2865,1,4,2
Alumno2866,2,4,3
Alumno2867,0,2,0
Alumno2868,3,3,4
Alumno2869,0,2,3
Alumno2870,0,4,1
Alumno2871,0,4,3
Alumno2872,3,0,2
Alumno2873,4,4,0
Alumno2874,0,0,0
Alumno2875,4,3,2
Alumno2876,2,3,1
Alumno2877,1,3,1
Alumno2878,3,3,2
Alumno2879,3,2,0
Alumno2880,3,4,2
Alumno2881,1,2,4
Alumno2882,3,0,4
Alumno2883,2,3,1
Alumno2884,0,4,2
Alumno2885,1,4,2
Alumno2886,2,2,2
Alumno2887,2,2,4
Alumno2888,0,2,2
Alumno2889,4,3,1
Alumno2890,1,1,2
Alumno2891,4,0,2
Alumno2892,0,3,3
Alumno2893,3,0,3
Alumno2894,0,2,2
Alumno2895,0,3,2
Alumno2896,2,0,0
Alumno2897,0,4,1
Alumno2898,4,3,0
Alumno2899,2,3,1
Alumno2900,0,0,4
Alumno2901,0,4,2
Alumno2902,1,4,1
Alumno2903,2,3,3
Alumno2904,3,2,0
Alumno2905,0,4,1
Alumno2906,3,1,0
Alumno2907,0,1,4
Alumno2908,4,1,1
Alumno2909,1,4,4
Alumno2910,0,4,1
Alumno2911,4,4,1
Alumno2912,3,1,2
Alumno2913,2,0,0
Alumno2914,4,1,1
Alumno2915,2,4,4
Alumno2916,1,1,3
Alumno2917,1,0,4
Alumno2918,4,2,1
Alumno2919,1,4,4
Alumno2920,0,0,3
Alumno2921,2,2,3
Alumno2922,4,4,1
Alumno2923,0,2,2
Alumno2924,4,3,1
Alumno2925,0,4,4
Alumno2926,1,0,3
Alumno2927,3,3,2
Alumno2928,4,0,1
Alumno2929,4,3,3
Alumno2930,2,1,3
Alumno2931,3,4,0
Alumno2932,0,3,3
Alumno2933,4,0,1
Alumno2934,2,2,1
Alumno2935,1,1,1
Alumno2936,4,3,0
Alumno2937,0,0,4
Alumno2938,3,3,1
Alumno2939,0,0,2
Alumno2940,2,3,3
Alumno2941,1,3,1
Alumno2942,1,0,0
Alumno2943,3,1,4
Alumno2944,0,1,3
Alumno2945,1,4,2
Alumno2946,1,4,0
Alumno2947,1,4,3
Alumno2948,3,4,1
Alumno2949,3,0,0
Alumno2950,2,3,3
Alumno2951,1,2,2
Alumno2952,4,3,0
Alumno2953,2,3,1
Alumno2954,3,3,2
Alumno2955,3,2,0
Alumno2956,4,1,3
Alumno2957,0,4,1
Alumno2958,2,3,0
Alumno2959,4,2,4
Alumno2960,4,2,2
Alumno2961,3,0,0
Alumno2962,1,4,1
Alumno2963,0,3,1
Alumno2964,2,2,1
Alumno2965,4,1,3
Alumno2966,3,3,3
Alumno2967,3,3,2
Alumno2968,1,2,1
Alumno2969,2,3,1
Alumno2970,1,0,1
Alumno2971,0,4,1
Alumno2972,3,2,2
Alumno2973,0,2,4
Alumno2974,3,3,4
Alumno2975,3,0,1
Alumno2976,3,4,0
Alumno2977,2,1,0
Alumno2978,0,1,0
Alumno2979,3,0,1
Alumno2980,3,1,4
Alumno2981,3,1,0
Alumno2982,4,2,4
Alumno2983,2,2,3
Alumno2984,3,0,3
Alumno2985,2,4,2
Alumno2986,3,2,1
Alumno2987,4,1,3
Alumno2988,1,2,0
Alumno2989,3,3,1
Alumno2990,4,4,2
Alumno2991,0,2,4
Alumno2992,4,2,2
Alumno2993,3,1,2
Alumno2994,3,0,2
Alumno2995,1,0,1
Alumno2996,0,3,0
Alumno2997,3,3,2
Alumno2998,3,1,3
Alumno2999,4,3,4
Alumno3000,4,0,2
Alumno3001,0,0,0
Alumno3002,2,4,2
Alumno3003,0,4,2
Alumno3004,2,2,1
Alumno3005,1,3,0
Alumno3006,4,2,4
Alumno3007,1,1,2
Alumno3008,4,2,3
Alumno3009,1,2,1
Alumno3010,1,3,0
Alumno3011,1,0,3
Alumno3012,0,2,4
Alumno3013,0,0,1
Alumno3014,4,1,4
Alumno3015,4,4,1
Alumno3016,4,4,0
Alumno3017,3,3,2
Alumno3018,0,4,2
Alumno3019,3,2,4
Alumno3020,1,2,3
Alumno3021,1,3,4
Alumno3022,3,0,2
Alumno3023,3,1,1
Alumno3024,3,1,3
Alumno3025,2,0,4
Alumno3026,2,4,3
Alumno3027,3,3,2
Alumno3028,1,3,0
Alumno3029,2,1,1
Alumno3030,3,2,4
Alumno3031,3,3,0
Alumno3032,1,0,1
Alumno3033,2,2,4
Alumno3034,4,4,4
Alumno3035,2,2,0
Alumno3036,4,0,2
Alumno3037,0,3,1
Alumno3038,0,1,3
Alumno3039,2,3,1
Alumno3040,3,2,3
Alumno3041,1,0,4
Alumno3042,0,2,0
Alumno3043,3,0,1
Alumno3044,0,0,3
Alumno3045,0,3,2
Alumno3046,1,1,2
Alumno3047,1,0,3
Alumno3048,1,1,1
Alumno3049,2,1,2
Alumno3050,2,3,0
Alumno3051,4,4,1
Alumno3052,1,0,0
Alumno3053,4,0,1
Alumno3054,4,4,0
Alumno3055,0,3,3
Alumno3056,2,0,0
Alumno3057,4,4,0
Alumno3058,2,3,4
Alumno3059,0,0,3
Alumno3060,2,2,2
Alumno3061,2,2,1
Alumno3062,1,0,0
Alumno3063,4,0,3
Alumno3064,1,0,3
Alumno3065,3,0,3
Alumno3066,0,0,2
Alumno3067,4,4,2
Alumno3068,0,0,3
Alumno3069,2,3,2
Alumno3070,4,4,2
Alumno3071,3,3,2
Alumno3072,1,1,1
Alumno3073,3,2,1
Alumno3074,4,4,4
Alumno3075,1,3,3
Alumno3076,0,2,1
Alumno3077,0,2,4
Alumno3078,3,1,0
Alumno3079,1,1,2
Alumno3080,2,3,1
Alumno3081,1,3,0
Alumno3082,3,1,2
Alumno3083,2,3,2
Alumno3084,1,3,4
Alumno3085,2,4,0
Alumno3086,3,1,1
Alumno3087,2,3,3
Alumno3088,2,4,0
Alumno3089,1,0,4
Alumno3090,2,0,1
Alumno3091,3,3,1
Alumno3092,1,0,0
Alumno3093,3,2,3
Alumno3094,4,2,4
Alumno3095,2,3,0
Alumno3096,0,2,2
Alumno3097,3,1,3
Alumno3098,4,4,0
Alumno3099,0,3,1
Alumno3100,0,3,1
Alumno3101,4,4,3
Alumno3102,2,4,4
Alumno3103,3,1,2
Alumno3104,1,3,0
Alumno3105,2,1,4
Alumno3106,1,0,1
Alumno3107,1,4,1
Alumno3108,3,4,3
Alumno3109,2,3,1
Alumno3110,1,4,3
Alumno3111,4,2,3
Alumno3112,4,2,2
Alumno3113,1,2,1
Alumno3114,3,2,1
Alumno3115,0,0,4
Alumno3116,2,2,0
Alumno3117,2,4,1
Alumno3118,1,0,2
Alumno3119,3,0,2
Alumno3120,2,4,0
Alumno3121,2,4,1
Alumno3122,2,3,3
Alumno3123,4,4,0
Alumno3124,2,0,0
Alumno3125,2,4,0
Alumno3126,3,4,2
Alumno3127,1,0,2
Alumno3128,0,2,0
Alumno3129,3,4,3
Alumno3130,4,3,1
Alumno3131,0,3,4
Alumno3132,2,2,3
Alumno3133,2,4,1
Alumno3134,1,4,1
Alumno3135,4,2,1
Alumno3136,4,4,0
Alumno3137,1,3,2
Alumno3138,0,4,0
Alumno3139,1,3,4
Alumno3140,3,1,2
Alumno3141,0,4,1
Alumno3142,3,1,0
Alumno3143,1,3,1
Alumno3144,4,3,4
Alumno3145,1,3,2
Alumno3146,0,0,2
Alumno3147,3,2,3
Alumno3148,2,0,0
Alumno3149,3,1,3
Alumno3150,0,3,3
Alumno3151,2,1,0
Alumno3152,2,3,3
Alumno3153,0,1,1
Alumno3154,1,4,1
Alumno3155,2,3,4
Alumno3156,4,4,4
Alumno3157,4,4,0
Alumno3158,0,4,0
Alumno3159,0,0,2
Alumno3160,3,2,3
Alumno3161,4,1,2
Alumno3162,3,0,1
Alumno3163,4,4,3
Alumno3164,1,3,4
Alumno3165,3,2,2
Alumno3166,4,2,0
Alumno3167,2,0,0
Alumno3168,2,4,1
Alumno3169,4,2,3
Alumno3170,1,4,2
Alumno3171,3,2,2
Alumno3172,1,2,3
Alumno3173,4,2,4
Alumno3174,4,4,4
Alumno3175,0,1,3
Alumno3176,4,0,3
Alumno3177,2,4,3
Alumno3178,1,3,0
Alumno3179,4,1,0
Alumno3180,4,0,1
Alumno3181,1,3,1
Alumno3182,1,2,1
Alumno3183,2,3,4
Alumno3184,3,4,3
Alumno3185,0,1,4
Alumno3186,0,3,2
Alumno3187,1,1,0
Alumno3188,3,0,3
Alumno3189,1,0,0
Alumno3190,3,1,1
Alumno3191,1,3,2
Alumno3192,3,3,3
Alumno3193,1,1,1
Alumno3194,0,1,4
Alumno3195,1,4,4
Alumno3196,3,0,2
Alumno3197,0,0,2
Alumno3198,4,0,0
Alumno3199,2,2,1
Alumno3200,1,2,4
Alumno3201,4,0,4
Alumno3202,0,3,0
Alumno3203,2,4,0
Alumno3204,3,1,2
Alumno3205,3,4,1
Alumno3206,1,0,4
Alumno3207,1,1,1
Alumno3208,4,3,1
Alumno3209,0,0,1
Alumno3210,3,3,0
Alumno3211,3,0,4
Alumno3212,0,4,0
Alumno3213,1,0,3
Alumno3214,0,0,3
Alumno3215,4,0,0
Alumno3216,4,0,0
Alumno3217,0,3,2
Alumno3218,2,2,2
Alumno3219,1,3,3
Alumno3220,2,3,3
Alumno3221,2,0,2
Alumno3222,1,0,4
Alumno3223,2,1,1
Alumno3224,4,3,2
Alumno3225,4,0,4
Alumno3226,2,0,2
Alumno3227,1,2,1
Alumno3228,2,3,3
Alumno3229,0,4,4
Alumno3230,3,2,0
Alumno3231,0,3,1
Alumno3232,3,0,4
Alumno3233,1,0,1
Alumno3234,2,4,1
Alumno3235,1,3,1
Alumno3236,4,2,3
Alumno3237,4,3,1
Alumno3238,2,3,0
Alumno3239,0,0,3
Alumno3240,0,3,4
Alumno3241,0,2,3
Alumno3242,4,2,0
Alumno3243,1,3,4
Alumno3244,0,0,4
Alumno3245,3,2,4
Alumno3246,0,0,0
Alumno3247,3,2,2
Alumno3248,3,1,2
Alumno3249,2,3,4
Alumno3250,2,4,2
Alumno3251,3,1,1
Alumno3252,3,2,0
Alumno3253,0,1,1
Alumno3254,1,4,2
Alumno3255,3,4,0
Alumno3256,2,0,3
Alumno3257,2,3,4
Alumno3258,2,4,4
Alumno3259,0,3,2
Alumno3260,4,3,1
Alumno3261,1,0,4
Alumno3262,3,3,0
Alumno3263,4,1,4
Alumno3264,1,2,0
Alumno3265,3,3,2
Alumno3266,3,0,4
Alumno3267,4,4,4
Alumno3268,0,2,2
Alumno3269,1,0,4
Alumno3270,2,4,4
Alumno3271,2,2,1
Alumno3272,3,2,1
Alumno3273,4,0,2
Alumno3274,0,0,0
Alumno3275,2,2,3
Alumno3276,2,0,4
Alumno3277,3,3,0
Alumno3278,4,1,3
Alumno3279,4,4,1
Alumno3280,4,4,3
Alumno3281,1,1,1
Alumno3282,0,3,3
Alumno3283,2,1,4
Alumno3284,3,2,2
Alumno3285,1,0,3
Alumno3286,3,1,3
Alumno3287,1,1,0
Alumno3288,0,4,2
Alumno3289,3,2,4
Alumno3290,4,4,1
Alumno3291,1,4,1
Alumno3292,1,0,4
Alumno3293,0,3,0
Alumno3294,1,3,1
Alumno3295,0,4,3
Alumno3296,2,3,4
Alumno3297,4,0,0
Alumno3298,1,3,1
Alumno3299,2,4,2
Alumno3300,2,0,3
